,epoch,D_loss,G_loss,MI,SepalLengthCm_D_ks,SepalWidthCm_D_ks,PetalLengthCm_D_ks,PetalWidthCm_D_ks,SepalLengthCm_p_value,SepalWidthCm_p_value,PetalLengthCm_p_value,PetalWidthCm_p_value,time,Corr/code0-SepalLengthCm,Corr/code0-SepalWidthCm,Corr/code0-PetalLengthCm,Corr/code0-PetalWidthCm,Corr/code1-SepalLengthCm,Corr/code1-SepalWidthCm,Corr/code1-PetalLengthCm,Corr/code1-PetalWidthCm
0,1,0.6878715732267925,-0.6739018335938454,0.0030796173959970474,0.24601686507936507,0.1679513888888889,0.28313988095238096,0.2753174603174603,2.422550307404852e-24,1.5602452440692162e-11,2.8296217633709006e-32,1.6100543174679348e-30,31371,0.12535724988125999,-0.2184644192451747,-0.06749663245253386,-0.19951520426505745,0.24427225185765158,0.22304626997383178,0.019035249421487252,-0.3188544466798039
0,2,0.680453183395522,-0.6930250780923026,0.024504461724843298,0.14993551587301587,0.11081845238095238,0.2875992063492063,0.20962301587301588,2.7975335765164275e-09,2.869587396757968e-05,2.6792896845356638e-33,8.598623328083249e-18,70624,0.23189458053771383,-0.34553012646750086,-0.10167405449756625,-0.27630736026213853,0.23926612300998473,0.293403554038987,-0.06292428669338458,-0.29305490038663506
0,3,0.6596395288194928,-0.6556692027619907,0.06181837511914117,0.08617559523809523,0.3360019841269841,0.28757440476190477,0.1382093253968254,0.002327261895535435,2.2089836389340728e-45,2.7088964285235982e-33,5.9079698457577594e-08,110166,-0.4530177708915987,-0.10755087112533955,-0.443263335902519,-0.5425805698659412,0.1850582764513229,0.1943913219118057,0.029179656655872837,-0.24029996720088773
0,4,0.684485171522413,-0.6931277534791401,0.23661685452264333,0.11657738095238095,0.22567460317460317,0.17499007936507938,0.1614781746031746,8.777403128751657e-06,1.597994816016126e-20,1.6650249519972825e-12,1.0603518091326693e-10,149987,-0.6009721066276333,0.4228619266416672,-0.7185065438133816,-0.7532376058536614,-0.04112020693331656,0.15212196677129464,-0.0001048560035663087,-0.1855074390525416
0,5,0.6723231822252274,-0.6625280039651054,0.47371926305017303,0.10850198412698413,0.2117857142857143,0.16378968253968254,0.17081349206349206,4.54550240117865e-05,3.756744311837976e-18,5.302687694983221e-11,6.204611495106082e-12,189648,-0.6652073171546674,0.6411776367860048,-0.8421452033001092,-0.7879029742119581,-0.11665389244058053,0.029513631201464614,-0.0038603397677418883,-0.12404661452821604
0,6,0.680293185370309,-0.6925337623272624,0.45818105473050047,0.10529265873015874,0.23109126984126985,0.12137896825396825,0.10949404761904762,8.460567377741081e-05,1.5838026606056622e-21,3.1144275003517364e-06,3.7363338316041246e-05,229490,-0.6448019505917506,0.46922127374454287,-0.8734874475474138,-0.6896456745325329,-0.030521171036368533,0.051724122970116124,-0.0368547374434216,-0.12115632508760057
0,7,0.6757375480873244,-0.6693989847387586,0.4557610697645162,0.12967261904761904,0.06722718253968255,0.13027777777777777,0.1280654761904762,4.709351130043193e-07,0.032330920871249856,4.09600013098833e-07,6.872026595498207e-07,269878,-0.6522612275848808,0.34814269425774463,-0.8441032524252041,-0.6884944573623454,-0.10056532051151008,-0.08710500498605606,-0.01187460140016652,-0.16784451759683153
0,8,0.6815013268164226,-0.6814046970435551,0.5452220341456788,0.12848214285714285,0.05299603174603175,0.11389880952380953,0.11609623015873016,6.212373351191765e-07,0.15254981033062526,1.5314899389857944e-05,9.685610548015565e-06,310145,-0.6586992726661529,0.3421369699990433,-0.8769185657533294,-0.8259327510216699,-0.09115152962154238,0.009606037599751984,0.043378670126821374,0.0026713265838972933
0,9,0.68400853233678,-0.688828319311142,0.5795631881004998,0.11536706349206349,0.12854662698412697,0.12137400793650793,0.12912698412698412,1.1310293272740957e-05,6.128193923445462e-07,3.1180682937148788e-06,5.373823867027738e-07,350445,-0.6532502068333443,0.24906936268916638,-0.8709057921692167,-0.8006397630657799,-0.15889323937552274,0.051154759832790636,0.04679872223608711,0.06415068100714837
0,10,0.6874644341213363,-0.6821934644665036,0.5864410293953759,0.1762152777777778,0.12444940476190476,0.1284375,0.13774801587301588,1.115742973828176e-12,1.5770919221998536e-06,6.273058978566853e-07,6.71467945329379e-08,389160,-0.7001363655372506,0.4470299750924136,-0.8830503218107483,-0.8544973467688587,-0.11713018695638144,0.028154462869892292,0.02014561415926774,-0.0185194732220847
