,epoch,D_loss,G_loss,MI,D_ks,p_value,time,Corr/code0-x,Corr/code0-y,Corr/code1-x,Corr/code1-y,angle
0,1,0.6778840797562753,-0.6993822445792537,0.0021575006746476695,0.6185201612903226,9.036318464246123e-114,62498,-0.6351628960082195,-0.06359976683040228,0.10442850794069565,0.09531726555751449,36.67026089153066
0,2,0.6775522472396973,-0.68638024887731,0.005855560783416995,0.5451895161290323,7.613655300045871e-89,126885,-0.583690568030903,-0.34317148127191066,-0.044871353553147336,-0.09986835076667208,35.35266157646632
0,3,0.701201428328791,-0.6797587727346728,0.008701762605097986,0.5385483870967742,9.135426264935364e-88,190630,-0.594334879329586,-0.36104827942677575,0.01890336584207682,0.15959119511518888,51.96689984661242
0,4,0.6634692703523943,-0.6519778313175324,0.011989743959519171,0.6366290322580646,2.4940058676912464e-122,253994,-0.6028686519706047,-0.4248446510523827,0.03544773810459011,0.1769353896780735,43.498630418151464
0,5,0.6694432987320807,-0.6804717250408665,0.032308066323880225,0.3125806451612903,1.0387766665704146e-29,317603,-0.7510994477255579,-0.2991023492851281,0.1924758954189112,0.28698394099282504,34.437420682214906
0,6,0.6482421938450106,-0.6636256431379626,0.04397415790346361,0.32134274193548384,1.127283700832892e-31,382213,-0.7626321680059144,-0.3658772389680402,0.06603420665682636,0.31987419757018604,52.70618962649253
0,7,0.6321952352600713,-0.6364707927550038,0.07106040982950118,0.31227419354838715,2.2344361841105997e-29,445499,-0.769709274728466,-0.43840875761428166,0.009880969831347777,0.5016087436575741,59.20665428659366
0,8,0.6880069980698247,-0.7311718925353019,0.0931748860786038,0.19028225806451615,5.1849465626474234e-11,508734,-0.7013702509558355,-0.29193755540931543,-0.1463558404786962,0.49215587677397565,83.9622909698302
0,9,0.6998425962463501,-0.7013318096437762,0.10227691766715818,0.15175806451612905,3.4317719666843565e-07,571237,-0.6015933119004786,-0.19064836335345828,-0.21753119857307104,0.5039374683217801,84.23563222078917
0,10,0.7134563182630846,-0.697177013081889,0.1155955224267898,0.35636290322580644,6.193314019618719e-38,634884,-0.5600220993552384,-0.167550047338808,-0.24569671235091847,0.565084233671938,83.15713814315035
0,11,0.6813754381672028,-0.6559008311840796,0.12124551159720268,0.38429435483870966,3.3770648447427427e-44,699342,-0.5902242256472857,-0.09788836939753331,-0.28183880859243876,0.5333956119951062,71.5654103964337
0,12,0.6883869642211545,-0.6595419097331262,0.1451664583817605,0.41549596774193553,1.4074350465622538e-51,763984,-0.5236561517022904,-0.16162025617535655,-0.36457670570681483,0.6021197564930211,75.95778933986058
0,13,0.6820273351284766,-0.7086990648700345,0.17773597519243917,0.21442741935483872,4.840383920894759e-14,827033,-0.6063220697744881,-0.20845530665791562,-0.31619368254949604,0.5067571642568747,77.01081139021146
0,14,0.7142637862313178,-0.8142946468245599,0.2107383253112916,0.4228346774193549,6.244416377878826e-53,891567,-0.7543889648778648,-0.2291066900743425,-0.2019606766103542,0.47704298076846235,83.94761840595322
0,15,0.6486231319365963,-0.7227466442892628,0.2495423166021224,0.3609032258064516,1.1509332136652828e-38,953850,-0.7714124282309531,-0.22293115877702002,-0.17051606667424593,0.46698447528254905,86.05950482872906
0,16,0.7153825682978476,-0.7145181702029321,0.24202195723210612,0.20460080645161294,9.499893004482302e-13,1016753,-0.7022047515388087,-0.18222260461223602,-0.3044523466427741,0.564417679200866,76.20456304397818
