,epoch,D_loss,G_loss,MI,SepalLengthCm_D_ks,SepalWidthCm_D_ks,PetalLengthCm_D_ks,PetalWidthCm_D_ks,SepalLengthCm_p_value,SepalWidthCm_p_value,PetalLengthCm_p_value,PetalWidthCm_p_value,time,Corr/code0-SepalLengthCm,Corr/code0-SepalWidthCm,Corr/code0-PetalLengthCm,Corr/code0-PetalWidthCm,Corr/code1-SepalLengthCm,Corr/code1-SepalWidthCm,Corr/code1-PetalLengthCm,Corr/code1-PetalWidthCm
0,11,0.32712171146912233,-0.27769917994737625,0.00026796874590218067,0.5366617063492064,0.33330853174603176,0.59,0.3766170634920635,6.840640222581628e-119,9.072690972929204e-45,1.9745044595166472e-145,2.3680782356667484e-57,26769,-0.1770489380402254,-0.22674790105240797,0.28365198681997106,0.07344300895182972,-0.019698056322782022,0.010427159462427478,-0.03180383658549808,0.06397139198146319
0,12,0.28824421683592455,-0.24829256534576416,0.0020028193497897257,0.5410962301587302,0.22756944444444444,0.39321428571428574,0.3711111111111111,5.756685902203731e-121,6.573506222795004e-21,1.3703276896716445e-62,1.1799589967306824e-55,27045,-0.20845939911816572,-0.2507172988944581,0.28289391257972657,0.15501951888017657,-0.0748913637754371,0.07394075377290159,-0.09137508635045612,-0.016135835642819597
0,13,0.5006541726844651,-0.3959993613617761,0.0033366109751763622,0.5555555555555556,0.33545138888888887,0.3333333333333333,0.599766865079365,6.612733281758573e-128,2.3070221077057195e-45,9.045389062035668e-45,8.708363704643436e-151,27298,0.28645890494173,-0.27677138637004545,0.30405504654225807,0.17742430955743022,-0.125346252556763,0.07669498240934197,-0.09995190312639798,-0.020736827105042648
0,14,0.3955568937318666,-0.3554911453809057,0.003087077327238928,0.47444444444444445,0.4343303571428571,0.2788888888888889,0.6988343253968254,4.830790169627404e-92,1.1804086220411879e-76,2.7721534428121957e-31,9.132075223944032e-211,27541,0.23914901147265283,-0.22682082138371087,0.2593855340969728,0.16217867671094385,-0.10194886664290757,0.06913235571700957,-0.0876195960253647,-0.0256908004990134
0,15,0.24454636073538236,-0.23225288093090057,0.0040578576507479215,0.3888888888888889,0.4622222222222222,0.27666666666666667,0.40746031746031747,3.209074806520317e-61,3.1564637869851807e-87,8.694210346351479e-31,3.8431680867756277e-67,27774,0.2152556616123089,-0.18546807173630184,0.2170284160109354,0.15536816916820675,-0.07764449809404116,0.05299647889583637,-0.07604646793209871,-0.024728463961220623
0,16,0.3149474255208458,-0.26936212048998903,0.006727227500440287,0.2611111111111111,0.4109027777777778,0.3111111111111111,0.33,1.9819847357146032e-27,2.2768294845762147e-68,5.897442502160474e-39,7.179469412138287e-44,40940,0.196752441134045,-0.17758241725394774,0.20817897468647537,0.1708731321347354,-0.027235025069909654,0.007884665327771507,-0.030134523337513725,0.0007232201955638494
0,17,0.43424313462206293,-0.3775909574968474,0.009646910966174411,0.1711111111111111,0.37640873015873016,0.3731299603174603,0.2411111111111111,5.878015405535133e-12,3.44454540397526e-57,3.16882816114869e-56,2.0669491244016014e-23,41182,0.1931031490500256,-0.18125308385814368,0.19443322492533657,0.17641859656078931,-0.08763155363432341,0.07840048060535493,-0.08686092916387611,-0.07200868980328265
0,18,0.2963199085955109,-0.2739144590284143,0.016498275167707886,0.2621428571428571,0.3809077380952381,0.41315972222222225,0.3975049603174603,1.1636509263251446e-27,1.2688277952248782e-58,3.619022873408884e-69,7.29571506947305e-64,41407,0.26841936420083756,-0.2590814830979552,0.2682715908148849,0.25749008559047804,-0.02184327819799397,0.01493452487276621,-0.02501143737356571,-0.011477093903505398
0,19,0.22898783268673079,-0.20975293618227756,0.01019885775999033,0.28083829365079366,0.3641666666666667,0.36084325396825395,0.37183531746031745,9.447444555481783e-32,1.766154594235717e-53,1.6625459711976571e-52,1.0163226402066772e-55,41641,0.19957225050977015,-0.18826393021561103,0.20405078497143322,0.18729572844760536,-0.14546707751333157,0.13780157500534293,-0.1473096883885198,-0.13591257261463727
0,20,0.23040973927293504,-0.2056411329124655,0.021074660795940354,0.2170982142857143,0.3173115079365079,0.3393998015873016,0.3415674603174603,5.036674769342698e-19,1.863669234928221e-40,2.6390372070239828e-46,6.491787015449937e-47,41867,0.3304735250611798,-0.31242889763933407,0.3436995672115083,0.3192277946461319,-0.08506166170846305,0.07445951397412144,-0.08934119180886016,-0.07655839096977528
0,21,0.2566313214067902,-0.22627237545592443,0.037150430931693075,0.1845188492063492,0.251547619047619,0.27904761904761904,0.21000496031746033,7.760143954894063e-14,1.9663571848590428e-25,2.761763939176951e-31,8.00436592190862e-18,55922,0.34785124846694593,-0.329326592546284,0.3909632240329895,0.32952732004195895,-0.11815215752805043,0.10028058492864803,-0.13148914606625278,-0.10908863214840354
0,22,0.2801142196570124,-0.2537550755909511,0.04817007744817862,0.18118551587301587,0.18229166666666666,0.27951884920634923,0.16555555555555557,2.350690841891557e-13,1.6304552273179098e-13,2.1101833026247273e-31,3.2127328867724326e-11,56165,0.3983960643923441,-0.44968676835626764,0.5167554609318683,0.3845235845053045,-0.093083541313318,0.08941326276558349,-0.1147765546704923,-0.08202829195824839
0,23,0.4089099770145757,-0.3690920615834849,0.06744305005330327,0.18666666666666668,0.15215773809523808,0.2642361111111111,0.25094742063492065,3.723820751472878e-14,1.5218949475255832e-09,4.047567442751905e-28,2.2605331351536432e-25,56380,0.24350737026823474,-0.5423705804969932,0.5600379057377542,0.28125063021074675,-0.017567986511131905,0.029946058749681627,-0.05023540625873917,-0.018392269139733207
0,24,0.5131701678037643,-0.476414435676166,0.06932748078335342,0.17444444444444446,0.14879464285714286,0.1930952380952381,0.32885416666666667,2.063890982491778e-12,3.804137485500768e-09,3.830901433220698e-15,1.4308826936021637e-43,56684,0.022973754016452047,-0.6746134987381716,0.6213463121484024,0.14928766972123728,-0.04660612588347219,0.10600359513630618,-0.09969377985708867,-0.05757386148426044
0,25,0.49302759553704945,-0.4451871030032635,0.07154659672440696,0.17555555555555555,0.32106646825396823,0.20890873015873015,0.31464285714285717,1.4493568944167068e-12,1.620590973769713e-41,1.2224849153470243e-17,8.404579609350115e-40,56919,-0.27168046713106053,-0.7758242954925656,0.597509585703423,-0.09584643369336154,-0.01298248472118275,0.12748868157277882,-0.11989742828757577,-0.04262659503353891
